Text,Target,clened_text
بابام همیشه مانع آوردن گربه به خونه بود امروز از سرکار برگشته به گربم میگه، پسرم دلم برات تنگ شده بیا یه بوس به بابا بده و تو بغلم بخواب ببینم بعد من یادم نمیاد آخرین بار بابام کی منو بوسیده:))))  》سارا《  @OfficialPersianTwitter,1,بابام مانع آوردن گربه خونه امروز سرکار برگشته گربم میگه پسرم دلم برات تنگ بیا  بوس بابا بده بغلم بخواب ببینم یادم نمیاد بابام کی منو بوسیده سارا
‏لانگ دیستنس فقط فاصله بین رتبه من و رتبه یک کنکور. خیلی دوستش داشتم ولی فاصله‌مون رو اسنپ می‌گرفتی یه میلیون میشد  》پطروس مقدس《  @OfficialPersianTwitter,1,لانگ دیستنس فاصله رتبه رتبه کنکور دوستش داشتم فاصلهمون اسنپ می‌گرفتی  میلیون پطروس مقدس
‏دخترای دهه هشتادی یه جوری دارن شبیه هم میشن که اگه مچ دوست‌پسرشونو درحال خیانت کردن بگیرن، پسره میتونه بگه فکر میکردم این تویی.  》Kevin《  @OfficialPersianTwitter,1,دخترای هشتادی  جوری دارن شبیه میشن اگه مچ دوستپسرشونو درحال خیانت بگیرن پسره میتونه بگه می‌کردم تویی
‏سر چهارراه سیروس ی موتوریه زد به یه موتور دیگه بعد گفت کوری نمیبینی بار دارم میای جلوم !! یکم رفتم جلوتر ترافیک بود زرت همون موتوریه اومد زد به موتور من ، یهوو برگشتم دیدم همونه ؛ یهوو گفت داداش معذرت تو کور نیستی من  شُل دستم ... 😂  》محسن کاظمی《  @OfficialPersianTwitter,1,سر چرراه سیروس‌ی موتوریه زد  موتور دیگه کوری نمی‌بینی دارم میای جلوم یکم رفتم جلوتر ترافیک زرت همون موتوریه اومد زد موتور یهوو برگشتم دیدم همونه یهوو داداش معذرت کور نیستی شل دستم 😂 محسن کاظمی
ی دوست دختر داشتم اینقدر خنگ بود که یسری رفتیم دم عابر بانک بهم گفت زبان دستگاه رو انگلیسی بزن شاید بهمون دلار بده.. شاید باورتون نشه ولی حتی اونم ولم کرد رفت😂😂  》لوئیس《  @OfficialPersianTwitter,2,ی دوست دختر داشتم اینقدر خنگ یسری رفتیم دم عابر بانک بهم زبان دستگاه انگلیسی بزن بهمون دلار بده باورتون نشه اونم ولم رفت😂😂 لوئیس
بعضی مداحا یه اسمای دقیقی از سپاه شمر تو روضه میگن که بخدا خود شمر هم طرف رو به قیافه میشناخته اسمشو نمیدونسته  》موژی《  @OfficialPersianTwitter,2,مداحا  اسمای دقیقی سپاه شمر روضه میگن بخدا شمر قیافه می‌شناخته اسمشو نمیدونسته موژی
کاش یه سجاد غریبی جیبی داشتم  هر وقت عصبانی بودم درش می‌آوردم و کتکش میزدم تا آروم بشم  》ژنرال《  @OfficialPersianTwitter,1,کاش  سجاد غریبی جیبی داشتم وقت عصبانی بودم درش می‌آوردم کتکش می‌زدم آروم بشم ژنرال
یکی از فامیلامون از سن ۱۶ سالگی چندسال عاشق یه دختره بود بعد از ده سال و کلی سختی بهم رسیدن، شب عروسیش موقعی که اومد تو سالن یادش رفته بود عروسو با خودش بیاره و تو ماشین جاش گذاشته بود :))))))))))))))  》الـمـیـرا《  @OfficialPersianTwitter,3,فامیلامون سن سالگی چندسال عاشق  دختره ده سال سختی بهم شب عروسیش موقعی اومد سالن یادش رفته_بود عروسو بیاره ماشین جاش گذاشته_بود المیرا
‏ساعت ۳ ظهر به هوای اینکه خلوته میری باشگاه میبینی ۵۰ نفر دیگه هم ساعت ۳ ظهر به هوای اینکه خلوته اومدن باشگاه  》دابانف《  @OfficialPersianTwitter,2,ساعت ظهر هوای خلوته میری باشگاه می‌بینی نفر دیگه ساعت ظهر هوای خلوته اومدن باشگاه دابانف
کلاس دوم بودم با مامانم دم در خونمون منتظر سرویس بودیم؛ سرویس اومد من سوار شدم رفتم کیفم موند دست مامانم=))))) اونم پشت سر من تاکسی گرفت خودشو رسوند مدرسه. نگو جلو مدرسه با اولیاها حرف زده آخرشم با همونا برگشته خونه=)) تو راه دیده کیفم هنوز دستشه زنگ زد مدرسه گفت خسته شدم دگه نمیارم  》واتسون《  @OfficialPersianTwitter,2,کلاس بودم مامانم دم خونمون منتظر سرویس بودیم سرویس اومد سوار شدم رفتم کیفم موند دست مامانم اونم سر تاکسی خودشو رسوند مدرسه نگو جلو مدرسه اولیا حرف زده آخرشم همونا برگشته خونه دیده کیفم دستشه زنگ زد مدرسه خسته_شدم دگه نمیارم واتسون
"امروز یکی از فامیلای دورمونو‌ دیدیم از اون رومخا, وسطای صحبت گفت محمدرضا تو نمیخوای دماغتو‌ عمل کنی تا خواستم جواب بدم یدفعه بابام گفت خیلی ببخشید معذرت میخوام ولی مگه دماغش تو ماتحت شماست؟ =))))))))))))  》شیر مشکی《  @OfficialPersianTwitter",3,امروز فامیلای دورمونو دیدیم اون رومخا وسطای صحبت محمدرضا نمیخوای دماغتو عمل کنی خواستم جواب بدم یدفعه بابام ببخشید معذرت میخوام مگه دماغش ماتحت شماست شیر مشکی
‏چطوریه که شما هم ساکن خارجید هم محرما عزاداری میکنید ؟ ما یه بار خونمون نون تست با کره بادوم زمینی خوردیم از فرداش هممون آتئیست شدیم .  》حاج امیر هستم《  @OfficialPersianTwitter,2,چطوریه ساکن خارجید محرما عزاداری می‌کنید  خونمون نون تست کره بادوم زمینی خوردیم فرداش هممون آتئیست شدیم حاج امیر هستم
‏یه رابطه میخوام مثل مریم امیرجلالی با آقا ماشالا. عصبی، وحشی، سوهان روح، پر از درگیری و هیجان. عشق خالصانه.  》گابریل گارداسیل احمد《  @OfficialPersianTwitter,1, رابطه میخوام مریم امیرجلالی آقا ماشالا عصبی وحشی سون روح درگیری هیجان عشق خالصانه گابریل گارداسیل احمد
من خودم دوست داشتم برم دانشگاه ولی چون رتبه کنکورم رو میخواستن و رتبه کنکور یچیز شخصیه نرفتم  × کمدی انسانی ×  @OfficialPersianTwitter,2,خودم دوست داشتم برم دانشگاه رتبه کنکورم میخواستن رتبه کنکور یچیز شخصیه نرفتم کمدی انسانی
‏دیگه به مایی که یه مسواکو پونزده نفری استفاده می‌کنیم نگو نتیجه کنکور یه چیز شخصیه، زود باش رتبتو بگو یکم بخندیم  × دی واکر ×  @OfficialPersianTwitter,1,دیگه مایی  مسواکو پونزده نفری استفاده نگو نتیجه کنکور  شخصیه زود باش رتبتو بگو یکم بخندیم دی واکر
کافیه به یکی بگی قلقلکی نیستی انگشتشو مثل میله گرد ۱۸ تا ناموس تو نصف بدنت فرو میکنه. نکن عزیز من نکن  × Armin Nasouti ×  @OfficialPersianTwitter,1,کافیه بگی قلقلکی نیستی انگشتشو میله گرد ناموس نصف بدنت فرو میکنه نکن عزیز نکن
‏امروز فهمیدم تذکرایی که بهمون تو بچگی دادن هم با پولدارا فرق میکنه. به یکی گفتم بابای تو هم میگفت پوست هندونه رو نخور کچل میشی؟ پشماش ریخت، سوالش این بود که چرا یکی باید پوست هندونه رو بخوره؟  *حشمت کرایست*  @OfficialPersianTwitter,2,امروز فهمیدم تذکرایی بهمون بچگی پولدارا فرق میکنه گفتم بابای می‌گفت پوست هندونه نخور کچل میشی پشماش ریخت سوالش پوست هندونه بخوره حشمت کرایست
‏در باب کنکور و رتبه: رتبه‌ی من تو کنکور خوب شد و رتبه‌ی رفیقم افتضاح. همش تو دلم میگفتم: چقدر بدبخته. طفلک به هیچ جا نمیرسه. دقیقا دوازده سال بعد واسه یه شرکت رزومه فرستادم که مدیرعاملش همون دوستم بود :)) استخدامم نکردن.  *پشه خسته*  @OfficialPersianTwitter,3,باب کنکور رتبه رتبهی کنکور رتبهی رفیقم افتضاح همش دلم می‌گفتم چقدر بدبخته طفلک نمیرسه دقیقا دوازده سال واسه  شرکت رزومه فرستادم مدیرعاملش همون دوستم استخدامم نکردن پشه خسته
‏اونایی که کنکور هنر دادن پیش نیاز تمام درس‌ها تو اون رشته گارداسیله، بزنید.  *آقا الماسی*  @OfficialPersianTwitter,1,اونایی کنکور هنر پیش‌نیاز درس اون رشته گارداسیله بزنید آقا الماسی
